,0,1
20983,White Iverson,84
20984,Do It Again,71
20985,Gonna Wanna Tonight,86
20986,Liquor,87
20987,R.I.C.O.,40
20988,Loving You Easy,40
20989,About You,90
20990,Dark Times,91
20991,100,90
20992,Real Life,74
20993,One Man Can Change The World,82
20994,Cheyenne,66
20995,Omen,64
20996,New Americana,97
20997,Ginza,98
20998,Shameless,79
20999,The Night Is Still Young,31
21000,The Hills,1
21001,What Do You Mean?,1
21002,Can't Feel My Face,1
21003,Watch Me,3
21004,Good For You,5
21005,Locked Away,6
21006,679,7
21007,Cheerleader,1
21008,Hotline Bling,9
21009,Lean On,4
21010,Photograph,10
21011,Stitches,12
21012,Wildest Dreams,12
21013,Cool For The Summer,11
21014,My Way,7
21015,Downtown,16
21016,Trap Queen,2
21017,Fight Song,6
21018,Where Are U Now,8
21019,Shut Up And Dance,4
21020,Hit The Quan,20
21021,Marvin Gaye,22
21022,See You Again,1
21023,Drag Me Down,3
21024,Uma Thurman,22
21025,All Eyes On You,21
21026,Uptown Funk!,1
21027,Renegades,28
21028,Bad Blood,1
21029,Love Myself,30
21030,Flex (Ooh Ooh Ooh),26
21031,Want To Want Me,5
21032,Back To Back,21
21033,Ex's & Oh's,34
21034,Worth It,12
21035,Earned It (Fifty Shades Of Grey),3
21036,Thinking Out Loud,2
21037,"Honey, I'm Good.",9
21038,Classic Man,22
21039,Strip It Down,40
21040,"John Cougar, John Deere, John 3:16",41
21041,Buy Me A Boat,41
21042,Same Old Love,43
21043,House Party,26
21044,Like I'm Gonna Lose You,45
21045,How Deep Is Your Love,45
21046,Where Ya At,47
21047,Post To Be,13
21048,Sugar,2
21049,Again,33
21050,Planez,44
21051,Lose My Mind,52
21052,Crash And Burn,36
21053,Save It For A Rainy Day,54
21054,Here,55
21055,Levels,56
21056,El Perdon (Forgiveness),56
21057,Comfortable,54
21058,This Could Be Us,49
21059,Burning House,59
21060,Fly,61
21061,Break Up With Him,62
21062,Anything Goes,63
21063,"I Don't Like It, I Love It",43
21064,Smoke Break,43
21065,Right Hand,66
21066,Ghost Town,64
21067,Black Magic,67
21068,I'm Comin' Over,57
21069,No Role Modelz,70
21070,White Iverson,71
21071,Kick The Dust Up,26
21072,Antidote,73
21073,Let Me See Ya Girl,74
21074,Nothin' Like You,75
21075,Gonna Wanna Tonight,76
21076,Acquainted,60
21077,Liquor,78
21078,Tell Your Friends,54
21079,Hell Of A Night,55
21080,Alright,81
21081,She's Kinda Hot,22
21082,About You,83
21083,R.I.C.O.,40
21084,Blase,85
21085,Gonna,86
21086,Nothing But Trouble (Instagram Models),87
21087,Hold My Hand,88
21088,Real Life,74
21089,100,90
21090,Should've Been Us,51
21091,Firestone,92
21092,Loving You Easy,40
21093,Ginza,94
21094,New Americana,95
21095,Prisoner,47
21096,Hide Away,97
21097,Dark Times,91
21098,Cecilia And The Satellite,99
21099,Come Get Her,100
21100,The Hills,1
21101,What Do You Mean?,1
21102,Hotline Bling,3
21103,Can't Feel My Face,1
21104,679,5
21105,Locked Away,6
21106,Watch Me,3
21107,Wildest Dreams,8
21108,Stitches,9
21109,Good For You,5
21110,Cheerleader,1
21111,Lean On,4
21112,Photograph,10
21113,Trap Queen,2
21114,Downtown,15
21115,My Way,7
21116,Hit The Quan,17
21117,Renegades,18
21118,Cool For The Summer,11
21119,Drag Me Down,3
21120,Jumpman,21
21121,Ex's & Oh's,22
21122,See You Again,1
21123,Where Are U Now,8
21124,Shut Up And Dance,4
21125,Fight Song,6
21126,Uptown Funk!,1
21127,Marvin Gaye,21
21128,On My Mind,22
21129,All Eyes On You,21
21130,Love Myself,30
21131,Where Ya At,32
21132,Like I'm Gonna Lose You,33
21133,Strip It Down,34
21134,Flex (Ooh Ooh Ooh),26
21135,Back To Back,21
21136,Uma Thurman,22
21137,Thinking Out Loud,2
21138,Again,33
21139,How Deep Is Your Love,39
21140,Here,41
21141,Want To Want Me,5
21142,Bad Blood,1
21143,Earned It (Fifty Shades Of Grey),3
21144,Sugar,2
21145,Levels,46
21146,Worth It,12
21147,Same Old Love,43
21148,Lose My Mind,49
21149,"John Cougar, John Deere, John 3:16",40
21150,Planez,44
21151,Big Rings,52
21152,Diamonds Dancing,53
21153,Save It For A Rainy Day,54
21154,House Party,26
21155,Alive,56
21156,RGF Island,57
21157,Right Hand,58
21158,Break Up With Him,59
21159,El Perdon (Forgiveness),56
21160,Liquor,61
21161,Digital Dash,62
21162,Burning House,59
21163,Comfortable,54
21164,Antidote,65
21165,Smoke Break,43
21166,Anything Goes,63
21167,White Iverson,68
21168,Scholarships,69
21169,I'm Comin' Over,57
21170,Writing's On The Wall,71
21171,No Role Modelz,70
21172,Buy Me A Boat,41
21173,Live From The Gutter,74
21174,Fly,61
21175,I'm The Plug,76
21176,This Could Be Us,49
21177,Plastic Bag,78
21178,Nothin' Like You,75
21179,Let Me See Ya Girl,74
21180,Gonna Wanna Tonight,76
21181,Change Locations,82
21182,Die A Happy Man,83
21183,Don't,84
21184,Infinity,54
21185,Jugg,86
21186,Jersey,87
21187,Come Get Her,88
21188,Black Magic,67
21189,Ginza,90
21190,Ghost Town,64
21191,30 For 30 Freestyle,88
21192,Blase,85
21193,Powerful,94
21194,New Americana,95
21195,Lay It All On Me,96
21196,Gonna,86
21197,Nothing But Trouble (Instagram Models),87
21198,Kick The Dust Up,26
21199,Hide Away,97
21200,The Hills,1
21201,Hotline Bling,2
21202,What Do You Mean?,1
21203,Watch Me,3
21204,679,5
21205,Can't Feel My Face,1
21206,Locked Away,6
21207,Stitches,8
21208,Wildest Dreams,8
21209,Good For You,5
21210,Lean On,4
21211,Photograph,10
21212,Cheerleader,1
21213,Downtown,14
21214,Hit The Quan,15
21215,Jumpman,16
21216,Trap Queen,2
21217,My Way,7
21218,Renegades,18
21219,Ex's & Oh's,20
21220,Drag Me Down,3
21221,See You Again,1
21222,On My Mind,22
21223,Shut Up And Dance,4
21224,Uptown Funk!,1
21225,Fight Song,6
21226,Where Are U Now,8
21227,Like I'm Gonna Lose You,28
21228,Here,29
21229,Where Ya At,30
21230,Love Myself,30
21231,Cool For The Summer,11
21232,How Deep Is Your Love,33
21233,Strip It Down,34
21234,All Eyes On You,21
21235,Marvin Gaye,21
21236,Thinking Out Loud,2
21237,Same Old Love,38
21238,Again,33
21239,Flex (Ooh Ooh Ooh),26
21240,Back To Back,21
21241,Want To Want Me,5
21242,Uma Thurman,22
21243,Levels,44
21244,Sugar,2
21245,Bad Blood,1
21246,Earned It (Fifty Shades Of Grey),3
21247,Lose My Mind,48
21248,Planez,44
21249,Worth It,12
21250,Antidote,51
21251,Big Rings,52
21252,White Iverson,53
21253,Break Up With Him,54
21254,Diamonds Dancing,53
21255,Burning House,56
21256,Save It For A Rainy Day,54
21257,El Perdon (Forgiveness),56
21258,"John Cougar, John Deere, John 3:16",40
21259,I'm Comin' Over,57
21260,Anything Goes,61
21261,Comfortable,54
21262,House Party,26
21263,Liquor,61
21264,Right Hand,58
21265,No Role Modelz,66
21266,RGF Island,57
21267,Smoke Break,43
21268,Die A Happy Man,69
21269,Fly,61
21270,Digital Dash,62
21271,Scholarships,69
21272,Gonna Wanna Tonight,73
21273,Let Me See Ya Girl,74
21274,Buy Me A Boat,41
21275,Nothin' Like You,75
21276,This Could Be Us,49
21277,Come Get Her,78
21278,I'm The Plug,76
21279,Blase,80
21280,Don't,81
21281,Live From The Gutter,74
21282,Back Up,83
21283,Powerful,84
21284,Gonna,85
21285,Change Locations,82
21286,Plastic Bag,78
21287,Ginza,88
21288,Nothing But Trouble (Instagram Models),87
21289,Break Up In A Small Town,90
21290,Jersey,87
21291,New Americana,92
21292,Hide Away,93
21293,The Fix,86
21294,Stressed Out,87
21295,Cecilia And The Satellite,96
21296,Ghost Town,64
21297,Jugg,86
21298,Stay A Little Longer,99
21299,Hold Each Other,99
21300,The Hills,1
21301,Hotline Bling,2
21302,What Do You Mean?,1
21303,Stitches,4
21304,Wildest Dreams,5
21305,679,4
21306,Can't Feel My Face,1
21307,Locked Away,6
21308,Watch Me,3
21309,Perfect,10
21310,Lean On,4
21311,Jumpman,12
21312,Downtown,12
21313,Good For You,5
21314,Ex's & Oh's,15
21315,Same Old Love,16
21316,Renegades,17
21317,Like I'm Gonna Lose You,18
21318,On My Mind,19
21319,Here,20
21320,Hit The Quan,15
21321,Cheerleader,1
21322,Trap Queen,2
21323,Drag Me Down,3
21324,Photograph,10
21325,My Way,7
21326,See You Again,1
21327,Where Ya At,28
21328,How Deep Is Your Love,29
21329,Uptown Funk!,1
21330,Confident,31
21331,Strip It Down,30
21332,Shut Up And Dance,4
21333,Fight Song,6
21334,Antidote,35
21335,Die A Happy Man,36
21336,Where Are U Now,8
21337,Love Myself,30
21338,Thinking Out Loud,2
21339,Back To Back,21
21340,Again,33
21341,Cool For The Summer,11
21342,All Eyes On You,21
21343,White Iverson,44
21344,Want To Want Me,5
21345,Sugar,2
21346,Break Up With Him,47
21347,Levels,44
21348,Flex (Ooh Ooh Ooh),26
21349,Worth It,12
21350,Burning House,51
21351,I'm Comin' Over,52
21352,No Role Modelz,53
21353,Marvin Gaye,21
21354,Anything Goes,55
21355,Smoke Break,43
21356,Big Rings,52
21357,Come Get Her,58
21358,Break Up In A Small Town,59
21359,Liquor,60
21360,Let Me See Ya Girl,61
21361,Back Up,62
21362,Comfortable,54
21363,Nothin' Like You,64
21364,Don't,65
21365,Diamonds Dancing,53
21366,Lose My Mind,48
21367,Right Hand,58
21368,RGF Island,57
21369,Blase,70
21370,Save It For A Rainy Day,54
21371,This Could Be Us,49
21372,Gonna Wanna Tonight,67
21373,Lay It All On Me,74
21374,Gonna,75
21375,The Fix,73
21376,Digital Dash,62
21377,"John Cougar, John Deere, John 3:16",40
21378,Cake By The Ocean,79
21379,Stay A Little Longer,80
21380,Stressed Out,81
21381,Scholarships,69
21382,Powerful,83
21383,Ginza,84
21384,Hide Away,85
21385,Nothing But Trouble (Instagram Models),86
21386,New Americana,87
21387,100,82
21388,Hold My Hand,88
21389,Say It,90
21390,I Got The Boy,91
21391,Gonna Know We Were Here,63
21392,Live From The Gutter,74
21393,Top Of The World,94
21394,Roses,95
21395,I'm The Plug,76
21396,Home,97
21397,Irresistible,77
21398,Can't Sleep Love,99
21399,$ave Dat Money,71
21400,Hello,1
21401,Sorry,2
21402,Hotline Bling,2
21403,The Hills,1
21404,What Do You Mean?,1
21405,Stitches,4
21406,Wildest Dreams,5
21407,679,4
21408,Locked Away,6
21409,Can't Feel My Face,1
21410,Watch Me,3
21411,Ex's & Oh's,12
21412,Like I'm Gonna Lose You,13
21413,Jumpman,12
21414,Here,15
21415,Downtown,12
21416,Lean On,4
21417,Same Old Love,16
21418,On My Mind,19
21419,Renegades,17
21420,Good For You,5
21421,Hit The Quan,15
21422,Trap Queen,2
21423,Drag Me Down,3
21424,Cheerleader,1
21425,Photograph,10
21426,How Deep Is Your Love,27
21427,My Way,7
21428,Perfect,10
21429,See You Again,1
21430,Where Ya At,28
21431,Antidote,32
21432,Die A Happy Man,33
21433,Uptown Funk!,1
21434,Confident,31
21435,Shut Up And Dance,4
21436,White Iverson,37
21437,Fight Song,6
21438,Strip It Down,30
21439,Thinking Out Loud,2
21440,Where Are U Now,8
21441,Again,33
21442,Back To Back,21
21443,Break Up With Him,44
21444,All Eyes On You,21
21445,I'm Comin' Over,46
21446,Want To Want Me,5
21447,Love Myself,30
21448,Sugar,2
21449,Burning House,50
21450,Smoke Break,43
21451,Break Up In A Small Town,52
21452,No Role Modelz,53
21453,Don't,54
21454,Anything Goes,55
21455,Come Get Her,56
21456,Cool For The Summer,11
21457,Back Up,58
21458,Let Me See Ya Girl,59
21459,Levels,44
21460,Marvin Gaye,21
21461,Lay It All On Me,62
21462,Nothin' Like You,63
21463,Big Rings,52
21464,Liquor,60
21465,Blase,66
21466,Right Hand,58
21467,Emperor's New Clothes,68
21468,Comfortable,54
21469,Gonna,70
21470,Roses,71
21471,Say It,72
21472,The Fix,73
21473,Home,74
21474,Diamonds Dancing,53
21475,Stressed Out,76
21476,Stay A Little Longer,77
21477,RGF Island,57
21478,Save It For A Rainy Day,54
21479,Hide Away,80
21480,I Got The Boy,81
21481,Used To Love You Sober,82
21482,Cake By The Ocean,79
21483,Used To Love You,84
21484,Gonna Know We Were Here,63
21485,Hold My Hand,86
21486,New Americana,87
21487,Gonna Wanna Tonight,67
21488,Top Of The World,89
21489,Digital Dash,62
21490,Nothing But Trouble (Instagram Models),86
21491,Ginza,84
21492,Dibs,93
21493,$ave Dat Money,71
21494,Scholarships,69
21495,Powerful,83
21496,I Love This Life,97
21497,Exchange,98
21498,Jugg,86
21499,100,82
21500,Hello,1
21501,Hotline Bling,2
21502,The Hills,1
21503,Sorry,2
21504,What Do You Mean?,1
21505,Stitches,4
21506,Focus,7
21507,Wildest Dreams,5
21508,679,4
21509,Like I'm Gonna Lose You,10
21510,Locked Away,6
21511,Ex's & Oh's,12
21512,Here,13
21513,Can't Feel My Face,1
21514,Watch Me,3
21515,Jumpman,12
21516,Same Old Love,16
21517,On My Mind,18
21518,Lean On,4
21519,Renegades,17
21520,Downtown,12
21521,Hit The Quan,15
21522,Tennessee Whiskey,23
21523,Trap Queen,2
21524,Good For You,5
21525,Drag Me Down,3
21526,Antidote,27
21527,Die A Happy Man,28
21528,How Deep Is Your Love,27
21529,Where Ya At,28
21530,Cheerleader,1
21531,Confident,31
21532,Photograph,10
21533,See You Again,1
21534,My Way,7
21535,White Iverson,36
21536,Uptown Funk!,1
21537,Shut Up And Dance,4
21538,Again,33
21539,Fight Song,6
21540,Thinking Out Loud,2
21541,Break Up In A Small Town,42
21542,Strip It Down,30
21543,Perfect,10
21544,Thriller,4
21545,Where Are U Now,8
21546,I'm Comin' Over,46
21547,Break Up With Him,44
21548,Smoke Break,43
21549,Want To Want Me,5
21550,I'll Show You,51
21551,Back To Back,21
21552,Don't,53
21553,Back Up,54
21554,Burning House,50
21555,No Role Modelz,53
21556,All Eyes On You,21
21557,Come Get Her,56
21558,Lay It All On Me,59
21559,Love Myself,30
21560,Let Me See Ya Girl,59
21561,Nothin' Like You,62
21562,Gonna,63
21563,Say It,64
21564,Anything Goes,55
21565,Blase,66
21566,Liquor,60
21567,Roses,68
21568,The Fix,69
21569,Big Rings,52
21570,Stressed Out,71
21571,Cool For The Summer,11
21572,Stay A Little Longer,73
21573,Right Hand,58
21574,Save It For A Rainy Day,54
21575,Hide Away,76
21576,Comfortable,54
21577,I Got The Boy,78
21578,Gonna Know We Were Here,63
21579,Diamonds Dancing,53
21580,RGF Island,57
21581,Top Of The World,82
21582,"Me, Myself & I",83
21583,Levels,44
21584,Cake By The Ocean,79
21585,Exchange,86
21586,Hold My Hand,86
21587,I Love This Life,88
21588,$ave Dat Money,71
21589,Dibs,90
21590,Ginza,84
21591,New Americana,87
21592,Play No Games,84
21593,Scholarships,69
21594,Beautiful Drug,95
21595,Already Callin' You Mine,96
21596,Jugg,86
21597,Emperor's New Clothes,68
21598,Digital Dash,62
21599,We Went,100
21600,Hello,1
21601,Sorry,2
21602,Hotline Bling,2
21603,Love Yourself,4
21604,What Do You Mean?,1
21605,The Hills,1
21606,Stitches,4
21607,679,4
21608,Wildest Dreams,5
21609,Here,10
21610,Like I'm Gonna Lose You,9
21611,Ex's & Oh's,10
21612,Same Old Love,13
21613,Focus,7
21614,On My Mind,15
21615,Jumpman,12
21616,Can't Feel My Face,1
21617,Watch Me,3
21618,I'll Show You,19
21619,Locked Away,6
21620,Lean On,4
21621,WTF (Where They From),22
21622,Antidote,23
21623,Uptown Funk!,1
21624,Die A Happy Man,25
21625,Renegades,17
21626,Hit The Quan,15
21627,White Iverson,28
21628,Trap Queen,2
21629,Great Is Thy Faithfulness,30
21630,The Feeling,31
21631,Good For You,5
21632,I'm Comin' Over,33
21633,Where Are U Now,8
21634,Where Ya At,28
21635,Confident,31
21636,Perfect,10
21637,Don't,38
21638,My Way,7
21639,Drag Me Down,3
21640,See You Again,1
21641,Mark My Words,42
21642,Purpose,43
21643,Break Up In A Small Town,42
21644,Again,33
21645,Photograph,10
21646,Cheerleader,1
21647,How Deep Is Your Love,27
21648,No Pressure,49
21649,Lay It All On Me,48
21650,Say It,51
21651,No Role Modelz,50
21652,Company,53
21653,No Sense,54
21654,Back Up,54
21655,Smoke Break,43
21656,Downtown,12
21657,Burning House,50
21658,Do It Like Me,59
21659,Nothin' Like You,60
21660,Gonna,59
21661,Roses,62
21662,Blase,63
21663,Break Up With Him,44
21664,Come Get Her,56
21665,Tennessee Whiskey,20
21666,Life Is Worth Living,67
21667,Back To Back,21
21668,Stressed Out,69
21669,Strip It Down,30
21670,The Fix,66
21671,Adventure Of A Lifetime,55
21672,Gonna Know We Were Here,63
21673,Children,74
21674,Hide Away,71
21675,Big Rings,52
21676,Stay A Little Longer,72
21677,Exchange,76
21678,Liquor,60
21679,Let Me See Ya Girl,59
21680,Been You,81
21681,I Got The Boy,77
21682,If I Could Fly,83
21683,Love Myself,30
21684,Top Of The World,80
21685,In The Night,86
21686,Olivia,87
21687,We Are,88
21688,"Me, Myself & I",83
21689,Get Used To It,90
21690,Right Hand,58
21691,I Love This Life,88
21692,Cake By The Ocean,79
21693,A.M.,94
21694,RGF Island,57
21695,Temporary Fix,96
21696,I Know What You Did Last Summer,97
21697,Trust,98
21698,My House,96
21699,Never Enough,100
21700,Hello,1
21701,Sorry,2
21702,Hotline Bling,2
21703,What Do You Mean?,1
21704,The Hills,1
21705,Stitches,4
21706,Love Yourself,4
21707,Like I'm Gonna Lose You,8
21708,679,4
21709,Here,10
21710,Same Old Love,11
21711,Ex's & Oh's,10
21712,Wildest Dreams,5
21713,Watch Me,3
21714,On My Mind,15
21715,Focus,7
21716,Can't Feel My Face,1
21717,Jumpman,12
21718,Lean On,4
21719,Antidote,20
21720,Uptown Funk!,1
21721,When We Were Young,22
21722,Hit The Quan,15
21723,Locked Away,6
21724,White Iverson,25
21725,Trap Queen,2
21726,Perfect,10
21727,Confident,28
21728,Die A Happy Man,25
21729,Drag Me Down,3
21730,I'll Show You,19
21731,Where Are U Now,8
21732,Don't,33
21733,Where Ya At,28
21734,My Way,7
21735,See You Again,1
21736,Say It,37
21737,Renegades,17
21738,Break Up In A Small Town,39
21739,Good For You,5
21740,I'm Comin' Over,33
21741,Again,33
21742,Cheerleader,1
21743,No Role Modelz,44
21744,Do It Like Me,45
21745,The Feeling,31
21746,Back Up,47
21747,Photograph,10
21748,Burning House,49
21749,Lay It All On Me,48
21750,Roses,51
21751,How Deep Is Your Love,27
21752,Adventure Of A Lifetime,53
21753,In The Night,54
21754,I Know What You Did Last Summer,55
21755,Downtown,12
21756,Stressed Out,57
21757,Nothin' Like You,58
21758,Smoke Break,43
21759,Mark My Words,42
21760,Hide Away,61
21761,Purpose,43
21762,Gonna,59
21763,Come Get Her,56
21764,Strip It Down,30
21765,The Fix,66
21766,Back To Back,21
21767,Gonna Know We Were Here,63
21768,Stay A Little Longer,69
21769,Water Under The Bridge,70
21770,Exchange,71
21771,WTF (Where They From),22
21772,Company,53
21773,No Pressure,49
21774,Big Rings,52
21775,Blase,63
21776,Used To Love You,77
21777,No Sense,54
21778,Send My Love (To Your New Lover),79
21779,Tennessee Whiskey,20
21780,I Got The Boy,77
21781,Top Of The World,80
21782,My House,83
21783,Liquor,60
21784,"Me, Myself & I",83
21785,Cake By The Ocean,79
21786,Remedy,87
21787,I Love This Life,88
21788,Life Is Worth Living,67
21789,Let Me See Ya Girl,59
21790,Stand By You,91
21791,Right Hand,58
21792,Love Myself,30
21793,Dibs,90
21794,Ginza,84
21795,RGF Island,57
21796,Home Alone Tonight,97
21797,Best Friend,98
21798,Play No Games,84
21799,Rich $ex,100
21800,Hello,1
21801,Sorry,2
21802,Hotline Bling,2
21803,What Do You Mean?,1
21804,Love Yourself,4
21805,The Hills,1
21806,Stitches,4
21807,Here,8
21808,Same Old Love,9
21809,Like I'm Gonna Lose You,8
21810,679,4
21811,Ex's & Oh's,10
21812,On My Mind,13
21813,Jumpman,12
21814,Can't Feel My Face,1
21815,Antidote,16
21816,Lean On,4
21817,Wildest Dreams,5
21818,In The Night,19
21819,Don't,20
21820,Somebody To Love,21
21821,All I Want For Christmas Is You,21
21822,White Iverson,22
21823,Focus,7
21824,Die A Happy Man,23
21825,Watch Me,3
21826,Trap Queen,2
21827,Stressed Out,28
21828,Roses,29
21829,Say It,30
21830,Confident,21
21831,Perfect,10
21832,Locked Away,6
21833,Break Up In A Small Town,32
21834,Where Ya At,28
21835,"Me, Myself & I",36
21836,No Role Modelz,37
21837,Where Are U Now,8
21838,Adventure Of A Lifetime,39
21839,Good For You,5
21840,See You Again,1
21841,Again,33
21842,Cheerleader,1
21843,Rockin' Around The Christmas Tree,14
21844,Hit The Quan,15
21845,Drag Me Down,3
21846,Burning House,47
21847,Hide Away,48
21848,Back Up,47
21849,Renegades,17
21850,I'll Show You,19
21851,I Know What You Did Last Summer,52
21852,Exchange,53
21853,Gonna,54
21854,My House,55
21855,Used To Love You,52
21856,WTF (Where They From),22
21857,Lay It All On Me,48
21858,Stay A Little Longer,59
21859,Do It Like Me,45
21860,Stand By You,61
21861,The Fix,62
21862,Cake By The Ocean,63
21863,Big Rings,52
21864,Gonna Know We Were Here,62
21865,Back To Back,21
21866,Home Alone Tonight,67
21867,Down In The DM,68
21868,Nothin' Like You,51
21869,The Feeling,31
21870,I Got The Boy,71
21871,Best Friend,72
21872,Top Of The World,73
21873,I Love This Life,74
21874,One Call Away,75
21875,Downtown,12
21876,Hands To Myself,77
21877,When We Were Young,22
21878,Come Get Her,56
21879,Strip It Down,30
21880,Blase,63
21881,New Americana,82
21882,Smoke Break,43
21883,Irresistible,77
21884,Purpose,43
21885,Dibs,86
21886,$ave Dat Money,71
21887,Right Hand,58
21888,Dessert,89
21889,Mark My Words,42
21890,Already Callin' You Mine,91
21891,Play No Games,84
21892,Backroad Song,93
21893,Random,94
21894,Company,53
21895,No Pressure,49
21896,Sorry,97
21897,Drifting,98
21898,Liquor,60
21899,Beautiful Drug,95
21900,Hello,1
21901,Sorry,2
21902,Hotline Bling,2
21903,Love Yourself,4
21904,What Do You Mean?,1
21905,Same Old Love,6
21906,The Hills,1
21907,Here,8
21908,Stitches,4
21909,Like I'm Gonna Lose You,8
21910,679,4
21911,In The Night,12
21912,Jumpman,12
21913,On My Mind,13
21914,Can't Feel My Face,1
21915,Antidote,16
21916,Ex's & Oh's,10
21917,All I Want For Christmas Is You,18
21918,Stressed Out,19
21919,Don't,20
21920,Die A Happy Man,21
21921,White Iverson,22
21922,Wildest Dreams,5
21923,Mary Did You Know,24
21924,Lean On,4
21925,Roses,26
21926,Watch Me,3
21927,Say It,28
21928,Burning House,29
21929,Confident,21
21930,Trap Queen,2
21931,Perfect,10
21932,Focus,7
21933,Break Up In A Small Town,32
21934,Where Ya At,28
21935,No Role Modelz,36
21936,Locked Away,6
21937,Rockin' Around The Christmas Tree,14
21938,Where Are U Now,8
21939,"Me, Myself & I",36
21940,Hide Away,41
21941,See You Again,1
21942,Good For You,5
21943,Adventure Of A Lifetime,39
21944,Again,33
21945,I Know What You Did Last Summer,46
21946,Cake By The Ocean,47
21947,Exchange,48
21948,Cheerleader,1
21949,Drag Me Down,3
21950,My House,51
21951,Hit The Quan,15
21952,Back Up,47
21953,WTF (Where They From),22
21954,When We Were Young,22
21955,Burning House,56
21956,Down In The DM,57
21957,Stay A Little Longer,58
21958,I'll Show You,19
21959,One Call Away,60
21960,Home Alone Tonight,61
21961,Hands To Myself,62
21962,Gonna,54
21963,Back To Sleep,64
21964,The Fix,62
21965,Gonna Know We Were Here,62
21966,Used To Love You,52
21967,Do It Like Me,45
21968,You Should Be Here,69
21969,Big Rings,52
21970,I Got The Boy,71
21971,Climb Every Mountain,72
21972,I Love This Life,73
21973,Back To Back,21
21974,Lay It All On Me,48
21975,Top Of The World,73
21976,Stand By You,61
21977,Best Friend,72
21978,Irresistible,77
21979,New Americana,80
21980,$ave Dat Money,71
21981,The Feeling,31
21982,Blase,63
21983,Come Get Her,56
21984,Nothin' Like You,51
21985,Good To Be Alive (Hallelujah),86
21986,Dibs,86
21987,Strip It Down,30
21988,Downtown,12
21989,God Only Knows,90
21990,Backroad Song,91
21991,Dessert,89
21992,Play No Games,84
21993,Right Hand,58
21994,Sorry Not Sorry,95
21995,Beautiful Drug,95
21996,Smoke Break,43
21997,Hollow,98
21998,Somebody To Love,21
21999,Purpose,43
22000,Hello,1
22001,Sorry,2
22002,Love Yourself,3
22003,Hotline Bling,2
22004,What Do You Mean?,1
22005,Stitches,4
22006,Same Old Love,6
22007,Here,7
22008,Stressed Out,9
22009,Like I'm Gonna Lose You,8
22010,The Hills,1
22011,679,4
22012,Jumpman,12
22013,Ex's & Oh's,10
22014,White Iverson,15
22015,On My Mind,13
22016,Antidote,16
22017,Wildest Dreams,5
22018,Watch Me,3
22019,In The Night,12
22020,Don't,18
22021,Roses,20
22022,Confident,21
22023,Can't Feel My Face,1
22024,Die A Happy Man,21
22025,Perfect,10
22026,Trap Queen,2
22027,I Know What You Did Last Summer,28
22028,Break Up In A Small Town,29
22029,See You Again,1
22030,Hide Away,31
22031,Say It,26
22032,Lean On,4
22033,My House,34
22034,"Me, Myself & I",35
22035,One Call Away,36
22036,Hit The Quan,15
22037,Again,33
22038,Focus,7
22039,Locked Away,6
22040,Cake By The Ocean,41
22041,Hands To Myself,39
22042,No Role Modelz,36
22043,Burning House,29
22044,Where Ya At,28
22045,Exchange,46
22046,When We Were Young,22
22047,Down In The DM,48
22048,Where Are U Now,8
22049,Stand By You,50
22050,Do It Like Me,45
22051,Back Up,47
22052,Home Alone Tonight,53
22053,Adventure Of A Lifetime,39
22054,Irresistible,55
22055,Gonna Know We Were Here,56
22056,Big Rings,52
22057,I'll Show You,19
22058,Back To Sleep,53
22059,New Americana,60
22060,Stay A Little Longer,58
22061,Good To Be Alive (Hallelujah),62
22062,WTF (Where They From),22
22063,I Got The Boy,64
22064,I Love This Life,65
22065,Right Hand,58
22066,Best Friend,63
22067,Used To Love You,52
22068,The Fix,62
22069,Get Ugly,70
22070,Come Get Her,56
22071,Downtown,12
22072,Dessert,73
22073,RGF Island,57
22074,Gonna,54
22075,Dibs,76
22076,Sorry Not Sorry,77
22077,$ave Dat Money,71
22078,Really Really,79
22079,Hollow,80
22080,Beautiful Drug,81
22081,Backroad Song,82
22082,Blase,63
22083,Top Of The World,73
22084,Watch Out,85
22085,Purpose,43
22086,Smoke Break,43
22087,Lay It All On Me,48
22088,Liquor,60
22089,Let It Go,90
22090,Stick Talk,91
22091,Mr. Misunderstood,92
22092,The Feeling,31
22093,Break On Me.,94
22094,Zero,80
22095,Jugg,86
22096,You Should Be Here,69
22097,We Went,98
22098,Confession,99
22099,Play No Games,84
22100,Sorry,1
22101,Hello,1
22102,Love Yourself,3
22103,Hotline Bling,2
22104,Stressed Out,5
22105,Same Old Love,6
22106,Stitches,4
22107,What Do You Mean?,1
22108,Here,7
22109,Like I'm Gonna Lose You,8
22110,The Hills,1
22111,Jumpman,12
22112,Roses,13
22113,White Iverson,14
22114,On My Mind,13
22115,In The Night,12
22116,Don't,17
22117,679,4
22118,Antidote,16
22119,Ex's & Oh's,10
22120,Wildest Dreams,5
22121,I Know What You Did Last Summer,22
22122,Die A Happy Man,21
22123,Can't Feel My Face,1
22124,Confident,21
22125,Cake By The Ocean,26
22126,Watch Me,3
22127,Perfect,10
22128,"Me, Myself & I",29
22129,Say It,26
22130,Lean On,4
22131,My House,32
22132,Hide Away,31
22133,Break Up In A Small Town,29
22134,Trap Queen,2
22135,See You Again,1
22136,One Call Away,36
22137,Stand By You,38
22138,Down In The DM,39
22139,No Role Modelz,36
22140,When We Were Young,22
22141,Hands To Myself,39
