,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Shotgun Rider,0.136,https://api.spotify.com/v1/audio-analysis/3LbvNFkqDTrE1liGMmZBDL,0.458,235387,0.903,3LbvNFkqDTrE1liGMmZBDL,8.06e-06,7,0.146,-4.589,1,0.0493,167.847,4,https://api.spotify.com/v1/tracks/3LbvNFkqDTrE1liGMmZBDL,audio_features,spotify:track:3LbvNFkqDTrE1liGMmZBDL,0.69
Shots,0.597,https://api.spotify.com/v1/audio-analysis/5ffntNJnJOeFv7b7DCd0Bw,0.767,216747,0.625,5ffntNJnJOeFv7b7DCd0Bw,0,5,0.409,-6.193,1,0.0836,120.092,4,https://api.spotify.com/v1/tracks/5ffntNJnJOeFv7b7DCd0Bw,audio_features,spotify:track:5ffntNJnJOeFv7b7DCd0Bw,0.577
Should've Been Us,0.00468,https://api.spotify.com/v1/audio-analysis/5SUKnxEQaFFeudmI4qYLd9,0.66,186467,0.75,5SUKnxEQaFFeudmI4qYLd9,1.3e-05,6,0.0737,-5.488,0,0.117,90.042,4,https://api.spotify.com/v1/tracks/5SUKnxEQaFFeudmI4qYLd9,audio_features,spotify:track:5SUKnxEQaFFeudmI4qYLd9,0.445
Show Me,0.00348,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,0.929,290227,0.65,7lQ8MOhq6IN2w8EYcFNSUk,0,7,0.308,-2.882,1,0.0858,112.249,4,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.655
Shower,0.0317,https://api.spotify.com/v1/audio-analysis/3DmW6y7wTEYHJZlLo1r6XJ,0.699,206167,0.529,3DmW6y7wTEYHJZlLo1r6XJ,3.59e-05,2,0.285,-7.548,1,0.0487,119.987,4,https://api.spotify.com/v1/tracks/3DmW6y7wTEYHJZlLo1r6XJ,audio_features,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,0.121
Shut Up And Dance,0.00701,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,0.578,199080,0.866,4kbj5MwxO1bq9wjT5g9HaA,0,1,0.257,-3.804,1,0.0619,128.038,4,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.619
Sing,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0,7,0.149,-3.37,1,0.0484,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43
Singles You Up,0.0491,https://api.spotify.com/v1/audio-analysis/4LiMQ6G9n84rDUBs9wtwz6,0.491,182667,0.907,4LiMQ6G9n84rDUBs9wtwz6,0,7,0.242,-3.594,1,0.0481,199.943,4,https://api.spotify.com/v1/tracks/4LiMQ6G9n84rDUBs9wtwz6,audio_features,spotify:track:4LiMQ6G9n84rDUBs9wtwz6,0.631
Sit Next To Me,0.173,https://api.spotify.com/v1/audio-analysis/4v0CuFW0bEMBQ1gRn2mB3X,0.68,190720,0.738,4v0CuFW0bEMBQ1gRn2mB3X,0.00036,6,0.37,-4.881,0,0.0331,105.015,4,https://api.spotify.com/v1/tracks/4v0CuFW0bEMBQ1gRn2mB3X,audio_features,spotify:track:4v0CuFW0bEMBQ1gRn2mB3X,0.675
Sky Walker,0.173,https://api.spotify.com/v1/audio-analysis/5WoaF1B5XIEnWfmb5NZikf,0.674,259333,0.506,5WoaF1B5XIEnWfmb5NZikf,0,6,0.0866,-10.532,1,0.0434,145.965,4,https://api.spotify.com/v1/tracks/5WoaF1B5XIEnWfmb5NZikf,audio_features,spotify:track:5WoaF1B5XIEnWfmb5NZikf,0.183
Sledgehammer,0.0057,https://api.spotify.com/v1/audio-analysis/4rUTAkOU7OkVGeQuyQCHhF,0.671,230907,0.777,4rUTAkOU7OkVGeQuyQCHhF,0.0011,2,0.0783,-4.322,1,0.046,99.98,4,https://api.spotify.com/v1/tracks/4rUTAkOU7OkVGeQuyQCHhF,audio_features,spotify:track:4rUTAkOU7OkVGeQuyQCHhF,0.289
Sleep Without You,0.0169,https://api.spotify.com/v1/audio-analysis/6zkHymyoD3tIqV7RwCAYUw,0.632,187813,0.716,6zkHymyoD3tIqV7RwCAYUw,0,5,0.0758,-5.677,0,0.043,88.549,4,https://api.spotify.com/v1/tracks/6zkHymyoD3tIqV7RwCAYUw,audio_features,spotify:track:6zkHymyoD3tIqV7RwCAYUw,0.655
Slow Hands,0.0133,https://api.spotify.com/v1/audio-analysis/27vTihlWXiz9f9lJM3XGVU,0.726,188174,0.429,27vTihlWXiz9f9lJM3XGVU,0,0,0.0574,-6.623,1,0.0519,85.899,4,https://api.spotify.com/v1/tracks/27vTihlWXiz9f9lJM3XGVU,audio_features,spotify:track:27vTihlWXiz9f9lJM3XGVU,0.871
Small Town Boy,0.0251,https://api.spotify.com/v1/audio-analysis/2YMhrXQYKkm4kXLcXKKd5z,0.554,205733,0.743,2YMhrXQYKkm4kXLcXKKd5z,0,9,0.359,-6.016,1,0.0287,72.997,4,https://api.spotify.com/v1/tracks/2YMhrXQYKkm4kXLcXKKd5z,audio_features,spotify:track:2YMhrXQYKkm4kXLcXKKd5z,0.673
Small Town Throwdown,0.0242,https://api.spotify.com/v1/audio-analysis/0rX4YStqUt1k1VEBe1U4HJ,0.555,201679,0.861,0rX4YStqUt1k1VEBe1U4HJ,0,7,0.114,-3.884,1,0.0374,98.0,4,https://api.spotify.com/v1/tracks/0rX4YStqUt1k1VEBe1U4HJ,audio_features,spotify:track:0rX4YStqUt1k1VEBe1U4HJ,0.775
Smile,0.433,https://api.spotify.com/v1/audio-analysis/6JG0qhINKVwiHxqN85j7RG,0.607,278573,0.784,6JG0qhINKVwiHxqN85j7RG,0,7,0.689,-6.293,1,0.268,81.004,4,https://api.spotify.com/v1/tracks/6JG0qhINKVwiHxqN85j7RG,audio_features,spotify:track:6JG0qhINKVwiHxqN85j7RG,0.482
Smoke,0.113,https://api.spotify.com/v1/audio-analysis/57IRaiAB4hBZu3gnNVZC0v,0.658,160000,0.736,57IRaiAB4hBZu3gnNVZC0v,0,9,0.0978,-6.097,0,0.308,143.966,4,https://api.spotify.com/v1/tracks/57IRaiAB4hBZu3gnNVZC0v,audio_features,spotify:track:57IRaiAB4hBZu3gnNVZC0v,0.804
Smoke A Little Smoke,0.0206,https://api.spotify.com/v1/audio-analysis/2uZhNjlUQ9mnt0rS7hcAgF,0.77,191333,0.641,2uZhNjlUQ9mnt0rS7hcAgF,0.00023,10,0.106,-6.077,0,0.035,96.98,4,https://api.spotify.com/v1/tracks/2uZhNjlUQ9mnt0rS7hcAgF,audio_features,spotify:track:2uZhNjlUQ9mnt0rS7hcAgF,0.639
Smooth,0.214,https://api.spotify.com/v1/audio-analysis/31x4wWBghN7f5PiEZUmcAW,0.471,170200,0.848,31x4wWBghN7f5PiEZUmcAW,1.84e-05,6,0.658,-5.355,1,0.0538,161.049,4,https://api.spotify.com/v1/tracks/31x4wWBghN7f5PiEZUmcAW,audio_features,spotify:track:31x4wWBghN7f5PiEZUmcAW,0.332
Snap Backs & Tattoos,0.124,https://api.spotify.com/v1/audio-analysis/4I1tuOmbZUp6imx453rMui,0.856,209840,0.694,4I1tuOmbZUp6imx453rMui,0,10,0.0955,-3.797,0,0.296,139.876,4,https://api.spotify.com/v1/tracks/4I1tuOmbZUp6imx453rMui,audio_features,spotify:track:4I1tuOmbZUp6imx453rMui,0.538
Sober Saturday Night,0.049,https://api.spotify.com/v1/audio-analysis/081t95JRuDUrQYSS3h8iKk,0.477,194560,0.672,081t95JRuDUrQYSS3h8iKk,0,1,0.355,-5.234,1,0.0306,139.864,4,https://api.spotify.com/v1/tracks/081t95JRuDUrQYSS3h8iKk,audio_features,spotify:track:081t95JRuDUrQYSS3h8iKk,0.263
Solo,0.0485,https://api.spotify.com/v1/audio-analysis/3R6dPfF2yBO8mHySW1XDAa,0.746,174933,0.846,3R6dPfF2yBO8mHySW1XDAa,0,9,0.195,-2.432,1,0.048,114.955,4,https://api.spotify.com/v1/tracks/3R6dPfF2yBO8mHySW1XDAa,audio_features,spotify:track:3R6dPfF2yBO8mHySW1XDAa,0.403
Somebody,0.186,https://api.spotify.com/v1/audio-analysis/3pWcj8hxj3fsb9TDAcMpEl,0.532,223147,0.616,3pWcj8hxj3fsb9TDAcMpEl,0,10,0.0928,-7.074,0,0.0328,101.883,4,https://api.spotify.com/v1/tracks/3pWcj8hxj3fsb9TDAcMpEl,audio_features,spotify:track:3pWcj8hxj3fsb9TDAcMpEl,0.292
Somebody Else Will,0.0346,https://api.spotify.com/v1/audio-analysis/3n2A6l4UayVe3GGKCvfQWV,0.478,165173,0.757,3n2A6l4UayVe3GGKCvfQWV,0,2,0.0926,-4.274,0,0.119,180.077,4,https://api.spotify.com/v1/tracks/3n2A6l4UayVe3GGKCvfQWV,audio_features,spotify:track:3n2A6l4UayVe3GGKCvfQWV,0.623
Somebody That I Used To Know,0.565,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,0.857,244973,0.517,4wCmqSrbyCgxEXROQE6vtV,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,audio_features,spotify:track:4wCmqSrbyCgxEXROQE6vtV,0.754
Somebody To Love,0.172,https://api.spotify.com/v1/audio-analysis/6cFZ4PLC19taNlpl9pbGMf,0.492,296493,0.676,6cFZ4PLC19taNlpl9pbGMf,0,8,0.239,-6.861,1,0.0516,110.232,3,https://api.spotify.com/v1/tracks/6cFZ4PLC19taNlpl9pbGMf,audio_features,spotify:track:6cFZ4PLC19taNlpl9pbGMf,0.412
Somethin' 'Bout A Truck,0.0697,https://api.spotify.com/v1/audio-analysis/6Ymvlzom4TQeoKqAWsZRD8,0.554,213827,0.794,6Ymvlzom4TQeoKqAWsZRD8,0,11,0.63,-5.417,1,0.035,176.01,4,https://api.spotify.com/v1/tracks/6Ymvlzom4TQeoKqAWsZRD8,audio_features,spotify:track:6Ymvlzom4TQeoKqAWsZRD8,0.79
Something Big,0.857,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,0.407,229400,0.147,6Vc5wAMmXdKIAM7WUoEb7N,2.89e-06,2,0.0913,-8.822,1,0.0355,141.284,3,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,audio_features,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,0.0765
Something In The Way You Move,0.0419,https://api.spotify.com/v1/audio-analysis/3ZCDG0nujwGfxrEmZlZoEt,0.661,227423,0.819,3ZCDG0nujwGfxrEmZlZoEt,0,1,0.114,-6.118,0,0.0476,108.985,4,https://api.spotify.com/v1/tracks/3ZCDG0nujwGfxrEmZlZoEt,audio_features,spotify:track:3ZCDG0nujwGfxrEmZlZoEt,0.332
Something New,0.0935,https://api.spotify.com/v1/audio-analysis/33z5crv3IO5U2BOi8xod92,0.814,200774,0.635,33z5crv3IO5U2BOi8xod92,0,7,0.0892,-6.609,0,0.0809,87.581,4,https://api.spotify.com/v1/tracks/33z5crv3IO5U2BOi8xod92,audio_features,spotify:track:33z5crv3IO5U2BOi8xod92,0.784
Somewhere In My Car,0.00535,https://api.spotify.com/v1/audio-analysis/3MFV4DgrAOXz6KURPQxRj9,0.584,195973,0.866,3MFV4DgrAOXz6KURPQxRj9,2.92e-05,10,0.0858,-5.511,1,0.0419,118.005,4,https://api.spotify.com/v1/tracks/3MFV4DgrAOXz6KURPQxRj9,audio_features,spotify:track:3MFV4DgrAOXz6KURPQxRj9,0.499
Somewhere On A Beach,0.000598,https://api.spotify.com/v1/audio-analysis/5CG9Ps5ynNjpKJHmwc95pa,0.573,197120,0.635,5CG9Ps5ynNjpKJHmwc95pa,0,7,0.0845,-6.621,1,0.0275,144.031,4,https://api.spotify.com/v1/tracks/5CG9Ps5ynNjpKJHmwc95pa,audio_features,spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.447
Song About A Girl,0.363,https://api.spotify.com/v1/audio-analysis/5BNgkhr9nadjc1cJGpeJAs,0.508,224960,0.896,5BNgkhr9nadjc1cJGpeJAs,0.000198,9,0.156,-5.554,1,0.0663,183.999,4,https://api.spotify.com/v1/tracks/5BNgkhr9nadjc1cJGpeJAs,audio_features,spotify:track:5BNgkhr9nadjc1cJGpeJAs,0.76
Song For Another Time,0.125,https://api.spotify.com/v1/audio-analysis/7px4t7HGiuMUvFkEOpZEwp,0.497,191827,0.805,7px4t7HGiuMUvFkEOpZEwp,0,11,0.167,-3.995,1,0.0332,166.048,4,https://api.spotify.com/v1/tracks/7px4t7HGiuMUvFkEOpZEwp,audio_features,spotify:track:7px4t7HGiuMUvFkEOpZEwp,0.696
Sorry,0.0223,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,0.702,203760,0.635,3Du2K5dLzmduCNp6uwuaL0,0,11,0.283,-6.917,0,0.265,144.004,4,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,audio_features,spotify:track:3Du2K5dLzmduCNp6uwuaL0,0.873
Sorry For Party Rocking,0.0235,https://api.spotify.com/v1/audio-analysis/0IkKz2J93C94Ei4BvDop7P,0.739,262173,0.725,0IkKz2J93C94Ei4BvDop7P,0,1,0.257,-4.153,1,0.165,130.024,4,https://api.spotify.com/v1/tracks/0IkKz2J93C94Ei4BvDop7P,audio_features,spotify:track:0IkKz2J93C94Ei4BvDop7P,0.362
Sorry Not Sorry,0.0223,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,0.702,203760,0.635,3Du2K5dLzmduCNp6uwuaL0,0,11,0.283,-6.917,0,0.265,144.004,4,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,audio_features,spotify:track:3Du2K5dLzmduCNp6uwuaL0,0.873
Southern Comfort Zone,0.0771,https://api.spotify.com/v1/audio-analysis/2lfmRyTLtsTCkLwMQcFSQk,0.431,316987,0.876,2lfmRyTLtsTCkLwMQcFSQk,1.81e-05,4,0.0998,-6.109,1,0.0658,160.0,4,https://api.spotify.com/v1/tracks/2lfmRyTLtsTCkLwMQcFSQk,audio_features,spotify:track:2lfmRyTLtsTCkLwMQcFSQk,0.519
Southern Girl,0.0412,https://api.spotify.com/v1/audio-analysis/29AR5X5yKPd4DBIAiqUMDy,0.735,255480,0.772,29AR5X5yKPd4DBIAiqUMDy,0,7,0.445,-4.566,1,0.0256,110.032,4,https://api.spotify.com/v1/tracks/29AR5X5yKPd4DBIAiqUMDy,audio_features,spotify:track:29AR5X5yKPd4DBIAiqUMDy,0.924
Springsteen,0.1,https://api.spotify.com/v1/audio-analysis/05ZACkzW8YbRq3eFgIfSNB,0.692,263387,0.809,05ZACkzW8YbRq3eFgIfSNB,9.77e-05,2,0.185,-5.935,1,0.0255,104.023,4,https://api.spotify.com/v1/tracks/05ZACkzW8YbRq3eFgIfSNB,audio_features,spotify:track:05ZACkzW8YbRq3eFgIfSNB,0.927
Stand By You,0.146,https://api.spotify.com/v1/audio-analysis/3kSXn1osC89W8JcPLozTzs,0.506,219000,0.897,3kSXn1osC89W8JcPLozTzs,0.000451,9,0.0868,-4.632,1,0.26,188.03,4,https://api.spotify.com/v1/tracks/3kSXn1osC89W8JcPLozTzs,audio_features,spotify:track:3kSXn1osC89W8JcPLozTzs,0.525
Star Of The Show,0.14,https://api.spotify.com/v1/audio-analysis/63OQWdXMq0Pe6pRpWY5gO0,0.691,181200,0.624,63OQWdXMq0Pe6pRpWY5gO0,0,7,0.168,-5.874,1,0.027,101.988,4,https://api.spotify.com/v1/tracks/63OQWdXMq0Pe6pRpWY5gO0,audio_features,spotify:track:63OQWdXMq0Pe6pRpWY5gO0,0.662
Stars,0.0538,https://api.spotify.com/v1/audio-analysis/3GCdLUSnKSMJhs4Tj6CV3s,0.709,232187,0.635,3GCdLUSnKSMJhs4Tj6CV3s,0.000139,5,0.098,-4.865,0,0.0461,96.825,4,https://api.spotify.com/v1/tracks/3GCdLUSnKSMJhs4Tj6CV3s,audio_features,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,0.536
Starving,0.39,https://api.spotify.com/v1/audio-analysis/4Ce37cRWvM1vIGGynKcs22,0.712,181880,0.62,4Ce37cRWvM1vIGGynKcs22,0,4,0.0994,-4.187,1,0.0888,99.953,4,https://api.spotify.com/v1/tracks/4Ce37cRWvM1vIGGynKcs22,audio_features,spotify:track:4Ce37cRWvM1vIGGynKcs22,0.494
Stay,0.414,https://api.spotify.com/v1/audio-analysis/4H7WNRErSbONkM06blBoGc,0.479,204427,0.468,4H7WNRErSbONkM06blBoGc,0,5,0.148,-5.396,1,0.0274,85.913,4,https://api.spotify.com/v1/tracks/4H7WNRErSbONkM06blBoGc,audio_features,spotify:track:4H7WNRErSbONkM06blBoGc,0.35
Stay The Night,0.134,https://api.spotify.com/v1/audio-analysis/2QtJA4gbwe1AcanB2p21aP,0.595,217347,0.746,2QtJA4gbwe1AcanB2p21aP,0,8,0.0863,-3.115,1,0.0398,127.96,4,https://api.spotify.com/v1/tracks/2QtJA4gbwe1AcanB2p21aP,audio_features,spotify:track:2QtJA4gbwe1AcanB2p21aP,0.491
Stay With Me,0.568,https://api.spotify.com/v1/audio-analysis/5Db9VIdDsN5yu3Eu7CT0i4,0.479,172724,0.419,5Db9VIdDsN5yu3Eu7CT0i4,0.000217,0,0.11,-6.517,1,0.0389,85.014,4,https://api.spotify.com/v1/tracks/5Db9VIdDsN5yu3Eu7CT0i4,audio_features,spotify:track:5Db9VIdDsN5yu3Eu7CT0i4,0.186
Stereo Hearts,0.0319,https://api.spotify.com/v1/audio-analysis/0qOnSQQF0yzuPWsXrQ9paz,0.646,210960,0.795,0qOnSQQF0yzuPWsXrQ9paz,0,9,0.267,-3.293,1,0.0976,89.99,4,https://api.spotify.com/v1/tracks/0qOnSQQF0yzuPWsXrQ9paz,audio_features,spotify:track:0qOnSQQF0yzuPWsXrQ9paz,0.796
Stereo Love,0.0399,https://api.spotify.com/v1/audio-analysis/11Iv8RCFmeImLOpaHYxKb4,0.775,185120,0.726,11Iv8RCFmeImLOpaHYxKb4,0.0235,9,0.11,-5.629,1,0.0369,126.999,4,https://api.spotify.com/v1/tracks/11Iv8RCFmeImLOpaHYxKb4,audio_features,spotify:track:11Iv8RCFmeImLOpaHYxKb4,0.206
Still Into You,0.0098,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,0.602,216013,0.923,1yjY7rpaAQvKwpdUliHx0d,0,5,0.0561,-3.763,1,0.044,136.01,4,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,audio_features,spotify:track:1yjY7rpaAQvKwpdUliHx0d,0.765
Stir Fry,0.00299,https://api.spotify.com/v1/audio-analysis/2UVbBKQOdFAekPTRsnkzcf,0.815,190288,0.816,2UVbBKQOdFAekPTRsnkzcf,0,2,0.159,-5.474,1,0.269,181.967,4,https://api.spotify.com/v1/tracks/2UVbBKQOdFAekPTRsnkzcf,audio_features,spotify:track:2UVbBKQOdFAekPTRsnkzcf,0.498
Stitches,0.0196,https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT,0.592,206880,0.752,5jsw9uXEGuKyJzs0boZ1bT,0,1,0.0477,-6.589,1,0.114,74.784,4,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,audio_features,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,0.726
Stolen Dance,0.41,https://api.spotify.com/v1/audio-analysis/6vECYJHxYmm3Ydt3fF01pE,0.887,313684,0.584,6vECYJHxYmm3Ydt3fF01pE,0.000314,11,0.101,-8.798,1,0.0381,114.016,4,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,audio_features,spotify:track:6vECYJHxYmm3Ydt3fF01pE,0.677
Stoner,0.421,https://api.spotify.com/v1/audio-analysis/1jROHCeEzDr6VnV8EnBnik,0.876,240000,0.675,1jROHCeEzDr6VnV8EnBnik,1.16e-06,3,0.0667,-3.28,0,0.146,135.959,4,https://api.spotify.com/v1/tracks/1jROHCeEzDr6VnV8EnBnik,audio_features,spotify:track:1jROHCeEzDr6VnV8EnBnik,0.606
Storm Warning,0.0331,https://api.spotify.com/v1/audio-analysis/71DDK14XVxkXLmG3AVi1BP,0.483,239907,0.843,71DDK14XVxkXLmG3AVi1BP,0,2,0.134,-5.62,1,0.0835,185.998,4,https://api.spotify.com/v1/tracks/71DDK14XVxkXLmG3AVi1BP,audio_features,spotify:track:71DDK14XVxkXLmG3AVi1BP,0.772
Stressed Out,0.0462,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,202333,0.637,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,audio_features,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,0.648
Strip,0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,4Ro98RCK90oHqqSZUnTFq5,0,6,0.0767,-5.586,1,0.0537,106.008,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.519
Strip It Down,0.392,https://api.spotify.com/v1/audio-analysis/5XFu5S1vBY7sNHlheCapOz,0.629,241613,0.878,5XFu5S1vBY7sNHlheCapOz,0,9,0.0899,-3.535,1,0.0443,137.989,4,https://api.spotify.com/v1/tracks/5XFu5S1vBY7sNHlheCapOz,audio_features,spotify:track:5XFu5S1vBY7sNHlheCapOz,0.714
Stubborn Love,0.607,https://api.spotify.com/v1/audio-analysis/3ekNuTF3UpOvIZCfiejpnC,0.598,279000,0.56,3ekNuTF3UpOvIZCfiejpnC,0.0432,0,0.196,-11.679,1,0.0375,115.01,4,https://api.spotify.com/v1/tracks/3ekNuTF3UpOvIZCfiejpnC,audio_features,spotify:track:3ekNuTF3UpOvIZCfiejpnC,0.221
Stuck On A Feeling,0.00366,https://api.spotify.com/v1/audio-analysis/1IDF4jYiuI17U4BW23EoXV,0.817,210800,0.415,1IDF4jYiuI17U4BW23EoXV,0,1,0.162,-6.286,1,0.0605,100.026,4,https://api.spotify.com/v1/tracks/1IDF4jYiuI17U4BW23EoXV,audio_features,spotify:track:1IDF4jYiuI17U4BW23EoXV,0.325
Studio,0.0529,https://api.spotify.com/v1/audio-analysis/29gsi1zZrZxdStACmTQB0Z,0.644,278067,0.581,29gsi1zZrZxdStACmTQB0Z,0,8,0.0611,-7.688,0,0.0505,133.965,3,https://api.spotify.com/v1/tracks/29gsi1zZrZxdStACmTQB0Z,audio_features,spotify:track:29gsi1zZrZxdStACmTQB0Z,0.586
Stupid Hoe,0.036,https://api.spotify.com/v1/audio-analysis/13VDHbpoKlRhtgUaWTE2Ld,0.883,196893,0.834,13VDHbpoKlRhtgUaWTE2Ld,0.267,7,0.156,-5.834,1,0.262,100.021,4,https://api.spotify.com/v1/tracks/13VDHbpoKlRhtgUaWTE2Ld,audio_features,spotify:track:13VDHbpoKlRhtgUaWTE2Ld,0.686
Sugar,0.26,https://api.spotify.com/v1/audio-analysis/0MrRAUcB8AZiB9ue2VOBYe,0.6,228147,0.767,0MrRAUcB8AZiB9ue2VOBYe,0,5,0.0979,-4.232,0,0.0868,164.079,4,https://api.spotify.com/v1/tracks/0MrRAUcB8AZiB9ue2VOBYe,audio_features,spotify:track:0MrRAUcB8AZiB9ue2VOBYe,0.291
Suit & Tie,0.103,https://api.spotify.com/v1/audio-analysis/6dEnpbXyamib2EJnRhTt0G,0.795,326280,0.596,6dEnpbXyamib2EJnRhTt0G,0,11,0.164,-3.799,0,0.219,101.985,4,https://api.spotify.com/v1/tracks/6dEnpbXyamib2EJnRhTt0G,audio_features,spotify:track:6dEnpbXyamib2EJnRhTt0G,0.357
Sun Daze,0.103,https://api.spotify.com/v1/audio-analysis/0El2Zyt68nYySFDG87hZgM,0.477,184707,0.952,0El2Zyt68nYySFDG87hZgM,2.38e-06,4,0.441,-3.715,1,0.0402,170.099,4,https://api.spotify.com/v1/tracks/0El2Zyt68nYySFDG87hZgM,audio_features,spotify:track:0El2Zyt68nYySFDG87hZgM,0.867
Sunny And 75,0.192,https://api.spotify.com/v1/audio-analysis/6YGqR5D82R4xc4pqgj0KZo,0.539,207120,0.89,6YGqR5D82R4xc4pqgj0KZo,2.36e-06,0,0.102,-4.422,1,0.0603,120.048,4,https://api.spotify.com/v1/tracks/6YGqR5D82R4xc4pqgj0KZo,audio_features,spotify:track:6YGqR5D82R4xc4pqgj0KZo,0.243
Superheroes,0.00219,https://api.spotify.com/v1/audio-analysis/37sINbJZcFdHFAsVNsPq1i,0.491,245467,0.885,37sINbJZcFdHFAsVNsPq1i,0,3,0.0741,-4.121,1,0.0395,166.992,4,https://api.spotify.com/v1/tracks/37sINbJZcFdHFAsVNsPq1i,audio_features,spotify:track:37sINbJZcFdHFAsVNsPq1i,0.641
Sure Thing,0.0275,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,0.684,195373,0.603,0JXXNGljqupsJaZsgSbMZV,0.000311,11,0.191,-8.127,0,0.0989,81.0,4,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,audio_features,spotify:track:0JXXNGljqupsJaZsgSbMZV,0.504
Swalla,0.075,https://api.spotify.com/v1/audio-analysis/6kex4EBAj0WHXDKZMEJaaF,0.696,216409,0.817,6kex4EBAj0WHXDKZMEJaaF,0,1,0.187,-3.862,1,0.109,98.064,4,https://api.spotify.com/v1/tracks/6kex4EBAj0WHXDKZMEJaaF,audio_features,spotify:track:6kex4EBAj0WHXDKZMEJaaF,0.782
Sweater Weather,0.0495,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,0.612,240400,0.807,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.398
Sweet Annie,0.171,https://api.spotify.com/v1/audio-analysis/2PEkXkHKvk4bnC1TgTDCDM,0.635,278693,0.434,2PEkXkHKvk4bnC1TgTDCDM,1.1e-06,6,0.106,-7.986,1,0.0298,139.976,4,https://api.spotify.com/v1/tracks/2PEkXkHKvk4bnC1TgTDCDM,audio_features,spotify:track:2PEkXkHKvk4bnC1TgTDCDM,0.171
Sweet Nothing,0.197,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,0.573,212560,0.929,24LS4lQShWyixJ0ZrJXfJ5,0.000112,8,0.0567,-3.942,0,0.109,127.934,4,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,audio_features,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,0.582
